"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"0500000US26025","Calhoun County, Michigan","133819","null","*****","*****","103154","null","1343","null","11239","null","1745","null","475","239","null","null","3842","null","491","null","0","null","181","null","2541","1609","null","null","12568","2329","null","null","5046","1480","null","null","7522","null","1882","null",
"0500000US26037","Clinton County, Michigan","79426","null","*****","*****","71532","null","837","null","803","null","398","null","326","198","null","null","1413","null","304","null","91","null","105","null","942","624","null","null","4319","898","null","null","1532","567","null","null","2787","null","926","null",
"0500000US26045","Eaton County, Michigan","108944","null","*****","*****","89311","null","1186","null","7568","null","1013","null","236","175","null","null","1566","null","1082","null","0","null","181","null","1491","933","null","null","8772","1966","null","null","4619","1340","null","null","4153","null","1487","null",
"0500000US26049","Genesee County, Michigan","404208","null","*****","*****","294453","null","2328","null","80041","null","2347","null","1215","598","null","null","4277","null","844","null","0","null","181","null","3675","1550","null","null","20547","3119","null","null","6881","1774","null","null","13666","null","2489","null",
"0500000US26055","Grand Traverse County, Michigan","95860","null","*****","*****","89416","null","855","null","902","null","333","null","891","669","null","null","433","null","250","null","0","null","181","null","709","612","null","null","3509","950","null","null","1211","645","null","null","2298","null","726","null",
"0500000US26065","Ingham County, Michigan","284034","null","*****","*****","196244","null","2155","null","32601","null","2534","null","1579","919","null","null","16010","null","1209","null","34","null","58","null","7362","2413","null","null","30204","3104","null","null","11635","2133","null","null","18569","null","2344","null",
"0500000US26067","Ionia County, Michigan","67197","null","*****","*****","59694","null","725","null","2409","null","657","null","37","53","null","null","297","null","447","null","0","null","181","null","731","645","null","null","4029","934","null","null","1536","562","null","null","2493","null","757","null",
"0500000US26075","Jackson County, Michigan","160050","null","*****","*****","132702","null","1749","null","13139","null","1199","null","332","215","null","null","981","null","300","null","0","null","181","null","1027","602","null","null","11869","2114","null","null","6554","1835","null","null","5315","null","1143","null",
"0500000US26077","Kalamazoo County, Michigan","261108","null","*****","*****","200212","null","2162","null","28192","null","2067","null","507","416","null","null","6422","null","1215","null","192","null","226","null","6776","2486","null","null","18807","3706","null","null","6507","2566","null","null","12300","null","2210","null",
"0500000US26081","Kent County, Michigan","658046","null","*****","*****","477028","null","3604","null","65123","null","3012","null","2655","1263","null","null","20239","null","1573","null","50","null","72","null","25596","3862","null","null","67355","5828","null","null","41395","4877","null","null","25960","null","3752","null",
"0500000US26087","Lapeer County, Michigan","88513","null","*****","*****","81083","null","968","null","1263","null","246","null","882","940","null","null","154","null","135","null","0","null","181","null","773","631","null","null","4358","1150","null","null","2511","1170","null","null","1847","null","383","null",
"0500000US26091","Lenawee County, Michigan","98956","null","*****","*****","85219","null","1099","null","2547","null","563","null","143","197","null","null","455","null","210","null","26","null","55","null","2433","1118","null","null","8133","1339","null","null","5358","1357","null","null","2775","null","455","null",
"0500000US26093","Livingston County, Michigan","195014","null","*****","*****","182386","null","1549","null","414","null","375","null","800","548","null","null","1327","null","389","null","0","null","181","null","1517","730","null","null","8570","1272","null","null","3938","1199","null","null","4632","null","713","null",
"0500000US26099","Macomb County, Michigan","876792","null","*****","*****","662467","null","5178","null","111476","null","2646","null","3104","1706","null","null","41235","null","1789","null","156","null","154","null","9297","2193","null","null","49057","5875","null","null","21255","5502","null","null","27802","null","3430","null",
"0500000US26103","Marquette County, Michigan","66103","null","*****","*****","60054","null","963","null","1111","null","184","null","843","357","null","null","500","null","159","null","0","null","181","null","173","175","null","null","3422","1035","null","null","1484","859","null","null","1938","null","465","null",
"0500000US26111","Midland County, Michigan","83457","null","*****","*****","74136","null","1227","null","1456","null","178","null","268","191","null","null","1933","null","436","null","0","null","181","null","1194","767","null","null","4470","1262","null","null","3431","1155","null","null","1039","null","449","null",
"0500000US26115","Monroe County, Michigan","155274","null","*****","*****","139062","null","1086","null","3104","null","965","null","231","209","null","null","937","null","429","null","0","null","181","null","1339","841","null","null","10601","1496","null","null","5802","1103","null","null","4799","null","1065","null",
"0500000US26117","Montcalm County, Michigan","67220","null","*****","*****","61401","null","803","null","1705","null","412","null","81","81","null","null","19","null","37","null","0","null","181","null","1237","685","null","null","2777","770","null","null","1562","681","null","null","1215","null","362","null",
"0500000US26121","Muskegon County, Michigan","176511","null","*****","*****","133669","null","1512","null","23550","null","1162","null","1424","579","null","null","923","null","287","null","36","null","62","null","2019","986","null","null","14890","2203","null","null","8611","1727","null","null","6279","null","1372","null",
"0500000US26125","Oakland County, Michigan","1270017","null","*****","*****","883657","null","4720","null","165580","null","4591","null","2441","753","null","null","100968","null","2674","null","403","null","259","null","20802","3312","null","null","96166","7362","null","null","50348","4984","null","null","45818","null","5043","null",
"0500000US26139","Ottawa County, Michigan","299157","null","*****","*****","251541","null","3137","null","5100","null","1091","null","1489","1372","null","null","8769","null","791","null","195","null","209","null","10388","3765","null","null","21675","3594","null","null","14577","3352","null","null","7098","null","1773","null",
"0500000US26145","Saginaw County, Michigan","189591","null","*****","*****","130968","null","1652","null","36089","null","1756","null","1207","1446","null","null","2263","null","494","null","154","null","243","null","5675","1606","null","null","13235","2859","null","null","7810","2056","null","null","5425","null","1603","null",
"0500000US26147","St. Clair County, Michigan","160053","null","*****","*****","145882","null","1060","null","3372","null","792","null","148","114","null","null","1217","null","673","null","0","null","181","null","2026","757","null","null","7408","1234","null","null","2458","741","null","null","4950","null","955","null",
"0500000US26155","Shiawassee County, Michigan","67877","null","*****","*****","63943","null","675","null","394","null","179","null","343","329","null","null","354","null","211","null","0","null","181","null","713","516","null","null","2130","560","null","null","718","530","null","null","1412","null","318","null",
"0500000US26159","Van Buren County, Michigan","75658","null","*****","*****","60277","null","1182","null","2267","null","380","null","1087","1135","null","null","540","null","198","null","0","null","181","null","3016","1577","null","null","8471","2012","null","null","5801","1989","null","null","2670","null","608","null",
"0500000US26161","Washtenaw County, Michigan","369390","null","*****","*****","258346","null","2173","null","40384","null","2206","null","879","405","null","null","33125","null","1199","null","156","null","270","null","6768","1544","null","null","29732","3143","null","null","10699","1964","null","null","19033","null","2952","null",
"0500000US26163","Wayne County, Michigan","1774816","null","*****","*****","876888","null","4510","null","657178","null","6410","null","6841","2308","null","null","61037","null","2501","null","300","null","173","null","49176","5572","null","null","123396","8928","null","null","55696","6144","null","null","67700","null","6565","null",
"0500000US27003","Anoka County, Minnesota","367018","null","*****","*****","281807","null","1377","null","30833","null","2284","null","1811","715","null","null","19913","null","1474","null","0","null","157","null","10617","2274","null","null","22037","3662","null","null","8416","1926","null","null","13621","null","2728","null",
"0500000US27013","Blue Earth County, Minnesota","69280","null","*****","*****","59727","null","312","null","2844","null","818","null","24","40","null","null","1819","null","297","null","0","null","157","null","783","578","null","null","4083","1066","null","null","2039","673","null","null","2044","null","848","null",
"0500000US27019","Carver County, Minnesota","108626","null","*****","*****","94417","null","1189","null","2553","null","473","null","399","512","null","null","3525","null","568","null","0","null","157","null","1007","709","null","null","6725","1709","null","null","4337","1432","null","null","2388","null","756","null",
